"","ABCB1|5243","ACTB|60","ACTG1|71","ACTL6A|86","ACTL6B|51412","AKT1|207","AKT2|208","AKT3|10000","ALK|238","APC|324","APC2|10297","APPL1|26060","AR|367","ARAF|369","AREG|374","ARHGEF6|9459","ARID1A|8289","ARID1B|57492","ARID2|196528","ARNT|405","ARNT2|9915","ATF4|468","AXIN1|8312","AXIN2|8313","BAD|572","BAK1|578","BAX|581","BBC3|27113","BCL2|596","BCL2A1|597","BCL2L1|598","BCL2L11|10018","BIRC5|332","BMP2|650","BMP4|652","BRAF|673","BRCA1|672","BRCA2|675","BRD7|29117","CALM1|801","CALM2|805","CALM3|808","CALML3|810","CALML4|91860","CALML5|51806","CALML6|163688","CAMK1|8536","CAMK1D|57118","CAMK1G|57172","CAMK2A|815","CAMK2B|816","CAMK2D|817","CAMK2G|818","CAMK4|814","CASP3|836","CASP9|842","CCDC6|8030","CCNA1|8900","CCNA2|890","CCND1|595","CCNE1|898","CCNE2|9134","CD14|929","CDC42|998","CDH1|999","CDH17|1015","CDK2|1017","CDK4|1019","CDK6|1021","CDKN1A|1026","CDKN1B|1027","CDKN2A|1029","CDKN2B|1030","CDX2|1045","CEBPA|1050","CEBPE|1053","CHUK|1147","CREB1|1385","CREB3|10488","CREB3L1|90993","CREB3L2|64764","CREB3L3|84699","CREB3L4|148327","CREB5|9586","CREBBP|1387","CRK|1398","CRKL|1399","CSF1R|1436","CSF2|1437","CSNK1A1|1452","CSNK1A1L|122011","CTNNA1|1495","CTNNA2|1496","CTNNA3|29119","CTNNB1|1499","CUL2|8453","CYCS|54205","DAPK1|1612","DAPK2|23604","DAPK3|1613","DCC|1630","DDB2|1643","DLL1|28514","DLL3|10683","DLL4|54567","DPF1|8193","DPF3|8110","DUSP6|1848","DVL1|1855","DVL2|1856","DVL3|1857","E2F1|1869","E2F2|1870","E2F3|1871","EGF|1950","EGFR|1956","EGLN1|54583","EGLN2|112398","EGLN3|112399","EIF4EBP1|1978","ELK1|2002","EML4|27436","EP300|2033","EPAS1|2034","ERBB2|2064","EREG|2069","ERG|2078","ESR1|2099","ESR2|2100","ETS1|2113","ETV5|2119","FCGR1A|2209","FGF1|2246","FGF10|2255","FGF16|8823","FGF17|8822","FGF18|8817","FGF19|9965","FGF2|2247","FGF20|26281","FGF21|26291","FGF22|27006","FGF23|8074","FGF3|2248","FGF4|2249","FGF5|2250","FGF6|2251","FGF7|2252","FGF8|2253","FGF9|2254","FGFR1|2260","FGFR2|2263","FGFR3|2261","FH|2271","FHIT|2272","FLCN|201163","FLT3|2322","FLT4|2324","FOS|2353","FOXO1|2308","FOXO3|2309","FRAT1|10023","FRAT2|23401","FZD1|8321","FZD10|11211","FZD2|2535","FZD3|7976","FZD4|8322","FZD5|7855","FZD6|8323","FZD7|8324","FZD8|8325","FZD9|8326","GAB1|2549","GADD45A|1647","GADD45B|4616","GADD45G|10912","GLI1|2735","GLI2|2736","GLI3|2737","GRB2|2885","GSK3B|2932","GSTA1|2938","GSTA2|2939","GSTA3|2940","GSTA4|2941","GSTA5|221357","GSTM1|2944","GSTM2|2946","GSTM3|2947","GSTM4|2948","GSTM5|2949","GSTO1|9446","GSTO2|119391","GSTP1|2950","GSTT1|2952","GSTT2|2953","HBEGF|1839","HES1|3280","HES5|388585","HEY1|23462","HEY2|23493","HEYL|26508","HGF|3082","HHIP|64399","HIF1A|3091","HMOX1|3162","HRAS|3265","HSP90AA1|3320","HSP90AB1|3326","HSP90B1|7184","IGF1|3479","IGF1R|3480","IGF2|3481","IKBKB|3551","IKBKG|8517","IL1R2|7850","IL3|3562","IL8|3576","ILK|3611","INS|3630","INSRR|3645","ITGAM|3684","JAG1|182","JAG2|3714","JAK1|3716","JAK3|3718","JUN|3725","JUP|3728","KEAP1|9817","KIF7|374654","KIT|3815","KLK3|354","KRAS|3845","LEF1|51176","LRP5|4041","LRP6|4040","MAP2K1|5604","MAP2K2|5605","MAPK1|5594","MAPK10|5602","MAPK3|5595","MAPK8|5599","MAPK9|5601","MDM2|4193","MET|4233","MGST1|4257","MGST2|4258","MGST3|4259","MITF|4286","MLH1|4292","MMP1|4312","MMP2|4313","MMP3|4314","MMP9|4318","MPO|4353","MSH2|4436","MSH3|4437","MSH6|2956","MTOR|2475","MUC2|4583","MYC|4609","NCOA1|8648","NCOA3|8202","NCOA4|8031","NFE2L2|4780","NFKB1|4790","NFKB2|4791","NFKBIA|4792","NKX3-1|4824","NOTCH1|4851","NOTCH2|4853","NOTCH3|4854","NOTCH4|4855","NQO1|1728","NRAS|4893","NTRK1|4914","PAK1|5058","PAK2|5062","PAK3|5063","PAK4|10298","PAK6|56924","PAK7|57144","PAX8|7849","PBRM1|55193","PDGFA|5154","PDGFB|5155","PDGFC|56034","PDGFD|80310","PDGFRA|5156","PDGFRB|5159","PDPK1|5170","PER2|8864","PGR|5241","PHF10|55274","PIK3CA|5290","PIK3CB|5291","PIK3CD|5293","PIK3R1|5295","PIK3R2|5296","PIK3R3|8503","PIM1|5292","PIM2|11040","PLAT|5327","PLAU|5328","PLCG1|5335","PLCG2|5336","PLD1|5337","PMAIP1|5366","PML|5371","POLK|51426","PPARD|5467","PPARG|5468","PRCC|5546","PRKCA|5578","PRKCB|5579","PRKCG|5582","PTCH1|5727","PTCH2|8643","PTEN|5728","PTPN11|5781","RAC1|5879","RAC2|5880","RAC3|5881","RAD51|5888","RAF1|5894","RALA|5898","RALB|5899","RALBP1|10928","RALGDS|5900","RAP1A|5906","RAP1B|5908","RAPGEF1|2889","RARA|5914","RARB|5915","RASSF1|11186","RASSF5|83593","RB1|5925","RBX1|9978","REG4|83998","RELA|5970","RET|5979","RHOA|387","RPS6KA5|9252","RPS6KB1|6198","RPS6KB2|6199","RUNX1|861","RUNX1T1|862","RXRA|6256","RXRB|6257","RXRG|6258","SHC1|6464","SHC2|25759","SHC3|53358","SHC4|399694","SHH|6469","SLC2A1|6513","SMAD2|4087","SMAD3|4088","SMAD4|4089","SMARCA2|6595","SMARCA4|6597","SMARCB1|6598","SMARCC1|6599","SMARCC2|6601","SMARCD1|6602","SMARCD2|6603","SMARCD3|6604","SMARCE1|6605","SMO|6608","SOS1|6654","SOS2|6655","SP1|6667","SPI1|6688","SPINT1|6692","SRC|6714","SRD5A2|6716","STAT1|6772","STAT3|6774","STAT5A|6776","STAT5B|6777","STK4|6789","SUFU|51684","TCEB1|6921","TCEB2|6923","TCF7|6932","TCF7L1|83439","TCF7L2|6934","TERT|7015","TFE3|7030","TFG|10342","TGFA|7039","TGFB1|7040","TGFB2|7042","TGFB3|7043","TGFBR1|7046","TGFBR2|7048","THBS1|7057","TMPRSS2|7113","TNFSF11|8600","TP53|7157","TPM3|7170","TPR|7175","TXNRD1|7296","TXNRD2|10587","TYMP|1890","UPK3A|7380","VEGFA|7422","VHL|7428","WNT1|7471","WNT10A|80326","WNT10B|7480","WNT11|7481","WNT16|51384","WNT2|7472","WNT2B|7482","WNT3|7473","WNT3A|89780","WNT4|54361","WNT5A|7474","WNT5B|81029","WNT6|7475","WNT7A|7476","WNT7B|7477","WNT8A|7478","WNT8B|7479","WNT9A|7483","WNT9B|7484","ZBTB16|7704","ZEB1|6935"
"APC2|10297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00939581996098713,0.00259401889985372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00981385248306177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392858368221737,0,0,0,0,0,0.0266246831937787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216862114538841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222265937011492,0,0,0,0,0.0013176214353262,0,0,0,0,0,0,0,0.0010339125678299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351516798506745,0,0,0,0,0,0,0.00962174034096555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00265555930062437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034534828966266,0,0.0164756190676218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300568100137754,0,0,0,0,0,0,0,0,0.0120026165602491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380977456199016,0,0,0,0,0,0,0.00879485619903731,0,0,0,0,0,0,0,0.0419286623373768,0,0,0
"APPL1|26060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR|367",0.00679708680315089,0,0,0,0,0,0,0,0,0.0923752015429333,0,0,0,0,0.018921920368668,0.00130426037284909,0.00729875708895676,0.0461846279308986,0,0,0,0,0,0.008202489680336,0,0,0,0,0.00249142618684425,0,0,0,0.00767209736395498,0,0,0,0,0,0,0,0,0,0,0,0,0.0292162182918806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188976651615988,0,0,0,0.00114185499134876,0,0,0,0,0,0,0.000474036126202928,0.0173192946300261,0,0,0,0.0672558807419425,0,0,0,0,0,0.0226188561943195,0,0,0,0,0,0,0,0,0,0.0154883415174045,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117923392385936,0.00666757499224948,0,0,0,0.0296968126267893,0,0,0.0514442827792591,0.00852348457132909,0,0.00595176242700351,0.026937312887633,0,0,0.014518710036409,0,0,0.0203010131446029,0.00397412145835431,0,0,0,0.0100168845891024,0,0,0,0,0,0,0,0,0,0,0.0334693837249038,0,0.0172114798053604,0.0124350149656667,0,0,0,0,0,8.09847012354263e-05,0,0.0526900076143645,0.0772813629993567,0,0,0.0427308736957771,0,0,0,0.0231984576065046,0,0,0.0585080902948837,0,0.000582074998023578,0,0,0,0,0,0,0,0,0,0.0153688369672654,0.00196739033836821,0,0,0,0.00346573020373731,0,0,0,0,0.0135228670000417,0,0,0.00256381587367253,0.00453224687102582,0,0,0,0,0,0.0178422820595739,0.00209177592320378,0,0,0,0,0,0,0,0,0.00826137111304996,0,0,0,0,0,0,0,0,0,0,0,0,0.0146287398092916,0,0,0,0,0,0.00422929037647089,0,0,0,0,0.0330070955916854,0,0,0,0,0,0,0,0,0,0,0,0,0.0105634449653009,0,0,0,0,0,0,0,0,0,0,0,0,0.0546816631391678,0,0.00734704750012149,0,0,0,0,0.0153376416123446,0.0325299598923632,0.0249459095081892,0,0,0,0,0,0,0,0.0230676617047377,0,0,0,0,0.0550147524358982,0,0,0.00801017090073354,0,0,0,0.0494962797557069,0,0.013031181270989,0,0,0,0,0.049326676397166,0,0.0140230518255416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115669795062783,0.0659986816008395,0,0,0,0,0,0,0.00318193495557487,0,0,0,0,0,0,0,0.0277310865129571,0,0.0266943177159702,0,0,0,0.0208209219569669,0.00641703634619036,0,0.0130241190990199,0,0.0468080137861016,0,0.0292792492475369,0,0.0458930967535663,0,0,0,0,0,0,0,0,0,0,0,0,0.0627973092369896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134667662241398,0,0,0,0.0487416835854873,0.0228080854323844,0.00276081594537166,0,0.0113967247012449,0,0,0,0,0,0,0.0205279008930583,0,0,0.0424024786025659,0.0106759698473602,0,0,0,0,0,0,0,0,0,0,0,0,0.00479619142468578,0.0113991292362038,0,0.00344662847365647,0,0,0,0,0,0,0,0,0,0,0,0,0.0144063521784127,0.00666379866218858,0.018365731934268,0.00873077761773627
"ARAF|369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00503595046074229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AREG|374",0,0,0,0,0,0,0,0,0,0,0,0,0.0189182521397944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024750896376736,0,0,0,0,0,0,0,0,0,0,0.0183565023147321,0,0,0,0,0,0.00738718861346604,0,0,0,0,0,0,0.00188583622081986,0,0.0116203922912479,0,0,0,0,0,0,0,0,0,0.0117011844067628,0,0,0,0,0,0,0,0,0,0.0128165885847577,0,0,0.0158412904309009,0,0,0,0,0,0.00350877027270003,0,0,0,0,0,0.016598596544879,0,0,0,0,0,0,0,0.0145780986095311,0,0,0,0,0.0502473821961389,0,0,0,0.00495351267693877,0,0,0.00144792781771546,0,0,0,0.0250678267357511,0,0,0,0,0,0,0.126767820899317,0,0,0,0,0,0,0,0,0,0,0,0.00322852130907333,0,0,0,0,0,0,0,0,0,0,0,0.00373712600147506,0,0,0,0,0,0,0,0,0,0,0,0,0.00922559169926609,0,0,0,0.0103385371263508,0,0,0,0,0.0496622316310135,0,0,0.0163959440095728,0.0633425585630795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197401529092411,0,0,0,0.0737968403797714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370138258962297,0.0118682907252613,0,0,0,0,0.00254083202512261,0,0.000331873347245286,0,0,0,0,0,0,0,0.0193740217413452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539150613519789,0,0,0,0,0.0136706086649831,0,0,0,0,0,0,0.00913742698166859,0,0.0171042555481115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00694654277948865,0,0.00354283622876755,0,0,0,0,0,0,0,0,0.00736020741393322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182717242811969,0,0,0,0,0,0,0.00228234025976167,0,0,0,0,0,0,0,0,0,0.008567317354195,0,0,0,0,0.0172292795249785,0.0114343453313934,0,0,0,0.017887511903363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00735589911217823,0,0,0,0,0,0,0,0.00802184304610739,0,0.00987734971593988,0,0,0,0,0.00735434604622995,0,0,0.0184197079612047,0
"ARHGEF6|9459",0,0,0,0,0,0,0,0,0,0,0,0,0.00131166492821302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00434793168013901,0,0,0,0.0819960724858474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112548877545091,0,0,0,0,0,0,0,0,0,0,0,0,0.000376115001099273,0,0,0.00230148414422665,0,0,0.0789157648810223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186858938415573,0,0.041797648244002,0,0.0327418441526863,0,0,0,0,0,9.37168488652233e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0973794705003991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00356790809595988,0,0,0,0,0,0,0,0,0,0,0,0.0440038430643947,0.0142884170677944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923126381993424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019070782824957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283812501669201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726344735845534,0,0,0,0.0360143449373972,0,0,0,0,0,0,0,0,0.0261273755558852,0,0,0,0,0,0,0,0,0.145603049673395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00918889865022235,0,0,0,0,0,0,0,0,0,0,0.0089478611007387,0,0,0.0229736903608094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238723412337849,0,0,0,0,0,0.020396534434001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARID1A|8289",0,0,0,0,0,0,0,0,0,0,0,0,0.00729849337921931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118352408508235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000519600567530403,0,0,0,0,0.00753551170227302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARID1B|57492",0,0,0,0,0,0,0,0,0,0,0,0,0.0461846210766864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARID2|196528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARNT|405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337087256569561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00192360349024151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
